,order_id,customer_id,order_placement_date,on_time,in_full,otif
251,FMR33903303,789903,2022-03-02,0,0,0
252,FMR34702403,789702,2022-03-02,0,0,0
253,FMR34521301,789521,2022-03-02,0,0,0
254,FMR34521603,789521,2022-03-02,0,0,0
255,FMR35522602,789522,2022-03-02,0,0,0
256,FMR33422103,789422,2022-03-02,0,0,0
257,FMR34121603,789121,2022-03-02,0,0,0
258,FMR35420102,789420,2022-03-02,0,0,0
259,FMR33420302,789420,2022-03-02,0,0,0
260,FMR33420602,789420,2022-03-02,0,0,0
261,FMR33520402,789520,2022-03-02,0,0,0
262,FMR34421402,789421,2022-03-02,0,0,0
263,FMR35421602,789421,2022-03-02,0,0,0
264,FMR34421603,789421,2022-03-02,0,0,0
265,FMR35122502,789122,2022-03-02,0,0,0
266,FMR34122403,789122,2022-03-02,0,0,0
267,FMR34122202,789122,2022-03-02,0,0,0
268,FMR35122202,789122,2022-03-02,0,0,0
269,FMR35422503,789422,2022-03-02,0,1,0
270,FMR34422503,789422,2022-03-02,0,1,0
271,FMR33422302,789422,2022-03-02,0,1,0
272,FMR35422303,789422,2022-03-02,0,1,0
273,FMR34422202,789422,2022-03-02,0,1,0
274,FMR35301503,789301,2022-03-02,0,1,0
275,FMR33301602,789301,2022-03-02,0,1,0
276,FMR34301501,789301,2022-03-02,0,1,0
277,FMR33102402,789102,2022-03-02,0,1,0
278,FMR35102301,789102,2022-03-02,0,1,0
279,FMR34102601,789102,2022-03-02,0,1,0
280,FMR35122302,789122,2022-03-02,0,1,0
281,FMR35303503,789303,2022-03-02,0,1,0
282,FMR35321301,789321,2022-03-02,0,1,0
283,FMR35321303,789321,2022-03-02,0,1,0
284,FMR34321101,789321,2022-03-02,0,1,0
285,FMR33520201,789520,2022-03-02,0,1,0
286,FMR34520201,789520,2022-03-02,0,1,0
287,FMR33503203,789503,2022-03-02,0,1,0
288,FMR34202202,789202,2022-03-02,0,1,0
289,FMR34621102,789621,2022-03-02,0,1,0
290,FMR33621402,789621,2022-03-02,0,1,0
291,FMR33621303,789621,2022-03-02,0,1,0
292,FMR34201601,789201,2022-03-02,0,1,0
293,FMR35401201,789401,2022-03-02,0,1,0
294,FMR34522401,789522,2022-03-02,0,1,0
295,FMR34522303,789522,2022-03-02,0,1,0
296,FMR34522603,789522,2022-03-02,0,1,0
297,FMR33522603,789522,2022-03-02,0,1,0
298,FMR35521303,789521,2022-03-02,0,1,0
299,FMR33521501,789521,2022-03-02,0,1,0
300,FMR33521603,789521,2022-03-02,0,1,0
301,FMR34521103,789521,2022-03-02,0,1,0
302,FMR33121403,789121,2022-03-02,0,1,0
303,FMR34121401,789121,2022-03-02,0,1,0
304,FMR33121101,789121,2022-03-02,0,1,0
305,FMR35121202,789121,2022-03-02,0,1,0
306,FMR34420403,789420,2022-03-02,0,1,0
307,FMR34420302,789420,2022-03-02,0,1,0
308,FMR35402501,789402,2022-03-02,1,1,1
309,FMR34402603,789402,2022-03-02,1,1,1
310,FMR34402503,789402,2022-03-02,1,1,1
311,FMR35402603,789402,2022-03-02,1,1,1
312,FMR33622402,789622,2022-03-02,1,1,1
313,FMR34221203,789221,2022-03-02,1,1,1
314,FMR33221401,789221,2022-03-02,1,1,1
315,FMR34221601,789221,2022-03-02,1,1,1
316,FMR34721301,789721,2022-03-02,1,1,1
317,FMR35721103,789721,2022-03-02,1,1,1
318,FMR33320502,789320,2022-03-02,1,1,1
319,FMR35501401,789501,2022-03-02,1,1,1
320,FMR34401603,789401,2022-03-02,1,1,1
321,FMR33720403,789720,2022-03-02,1,1,1
322,FMR35220102,789220,2022-03-02,1,1,1
323,FMR35621302,789621,2022-03-02,1,1,1
324,FMR35621202,789621,2022-03-02,1,1,1
325,FMR34101203,789101,2022-03-02,1,1,1
326,FMR35101502,789101,2022-03-02,1,1,1
327,FMR34321502,789321,2022-03-02,1,1,1
328,FMR33321503,789321,2022-03-02,1,1,1
329,FMR35321101,789321,2022-03-02,1,1,1
330,FMR33203403,789203,2022-03-02,1,1,1
331,FMR34203602,789203,2022-03-02,1,1,1
332,FMR35203601,789203,2022-03-02,1,1,1
333,FMR35102401,789102,2022-03-02,1,1,1
334,FMR35301401,789301,2022-03-02,1,1,1
335,FMR34201502,789201,2022-03-02,1,1,1
336,FMR33201403,789201,2022-03-02,1,1,1
337,FMR35420402,789420,2022-03-02,1,1,1
338,FMR35121203,789121,2022-03-02,1,1,1
339,FMR34121502,789121,2022-03-02,1,1,1
340,FMR33522303,789522,2022-03-02,1,1,1
341,FMR34522101,789522,2022-03-02,1,1,1
342,FMR35522103,789522,2022-03-02,1,1,1
343,FMR33422203,789422,2022-03-02,1,1,1
344,FMR34521403,789521,2022-03-02,1,1,1
345,FMR33521601,789521,2022-03-02,1,1,1
346,FMR34521401,789521,2022-03-02,1,1,1
347,FMR35702603,789702,2022-03-02,1,1,1
348,FMR35702202,789702,2022-03-02,1,1,1
349,FMR33103603,789103,2022-03-02,1,1,1
350,FMR34403602,789403,2022-03-02,1,1,1
351,FMR33403601,789403,2022-03-02,1,1,1
352,FMR34202203,789202,2022-03-02,1,1,1
353,FMR35202603,789202,2022-03-02,1,1,1
354,FMR35303101,789303,2022-03-02,1,1,1
355,FMR35703502,789703,2022-03-02,1,1,1
356,FMR34703601,789703,2022-03-02,1,1,1
357,FMR34603203,789603,2022-03-02,1,1,1
358,FMR33603502,789603,2022-03-02,1,1,1
359,FMR34603601,789603,2022-03-02,1,1,1
360,FMR35603601,789603,2022-03-02,1,1,1
361,FMR35603302,789603,2022-03-02,1,1,1
362,FMR34103602,789103,2022-03-03,1,0,0
363,FMR35103502,789103,2022-03-03,1,0,0
364,FMR36103201,789103,2022-03-03,1,0,0
365,FMR35903203,789903,2022-03-03,1,0,0
366,FMR34903401,789903,2022-03-03,1,0,0
367,FMR34903502,789903,2022-03-03,1,0,0
368,FMR36903501,789903,2022-03-03,1,0,0
369,FMR34702402,789702,2022-03-03,1,0,0
370,FMR35702503,789702,2022-03-03,1,0,0
371,FMR34601603,789601,2022-03-03,1,0,0
372,FMR35601602,789601,2022-03-03,1,0,0
373,FMR34301401,789301,2022-03-03,1,0,0
374,FMR35301103,789301,2022-03-03,1,0,0
375,FMR36203203,789203,2022-03-03,1,0,0
376,FMR35203502,789203,2022-03-03,1,0,0
377,FMR35621403,789621,2022-03-03,1,0,0
378,FMR36621202,789621,2022-03-03,1,0,0
379,FMR34621603,789621,2022-03-03,1,0,0
380,FMR34101603,789101,2022-03-03,1,0,0
381,FMR36101401,789101,2022-03-03,1,0,0
382,FMR34102503,789102,2022-03-03,1,0,0
383,FMR36102401,789102,2022-03-03,1,0,0
384,FMR35201601,789201,2022-03-03,1,0,0
385,FMR34201603,789201,2022-03-03,1,0,0
386,FMR35202601,789202,2022-03-03,1,0,0
387,FMR35321502,789321,2022-03-03,1,0,0
388,FMR34402501,789402,2022-03-03,1,0,0
389,FMR35402602,789402,2022-03-03,1,0,0
390,FMR35720603,789720,2022-03-03,1,0,0
391,FMR34720603,789720,2022-03-03,1,0,0
392,FMR35221403,789221,2022-03-03,1,0,0
393,FMR34221503,789221,2022-03-03,1,0,0
394,FMR35703102,789703,2022-03-03,1,0,0
395,FMR36703601,789703,2022-03-03,1,0,0
396,FMR34622502,789622,2022-03-03,1,0,0
397,FMR34721603,789721,2022-03-03,1,0,0
398,FMR35220303,789220,2022-03-03,1,0,0
399,FMR36520502,789520,2022-03-03,1,0,0
400,FMR36520602,789520,2022-03-03,1,0,0
401,FMR34501601,789501,2022-03-03,1,0,0
402,FMR36503402,789503,2022-03-03,1,0,0
403,FMR35603603,789603,2022-03-03,1,0,0
404,FMR36603501,789603,2022-03-03,1,0,0
405,FMR34603603,789603,2022-03-03,1,0,0
406,FMR34403502,789403,2022-03-03,1,0,0
407,FMR35403302,789403,2022-03-03,1,0,0
408,FMR36421601,789421,2022-03-03,1,0,0
409,FMR35303203,789303,2022-03-03,1,0,0
410,FMR36303602,789303,2022-03-03,1,0,0
411,FMR36521603,789521,2022-03-03,1,0,0
412,FMR35121302,789121,2022-03-03,1,0,0
413,FMR34422602,789422,2022-03-03,1,0,0
414,FMR34420201,789420,2022-03-03,1,0,0
415,FMR35420302,789420,2022-03-03,1,0,0
416,FMR36202203,789202,2022-03-03,0,0,0
417,FMR36320402,789320,2022-03-03,0,0,0
418,FMR36902601,789902,2022-03-03,0,0,0
419,FMR36721101,789721,2022-03-03,0,0,0
420,FMR34102401,789102,2022-03-03,0,0,0
421,FMR34221603,789221,2022-03-03,0,0,0
422,FMR36501103,789501,2022-03-03,0,0,0
423,FMR34503103,789503,2022-03-03,0,0,0
424,FMR34103302,789103,2022-03-03,0,0,0
425,FMR35601102,789601,2022-03-03,0,0,0
426,FMR34903101,789903,2022-03-03,0,0,0
427,FMR35903401,789903,2022-03-03,0,0,0
428,FMR35702601,789702,2022-03-03,0,0,0
429,FMR35521602,789521,2022-03-03,0,0,0
430,FMR34521502,789521,2022-03-03,0,0,0
431,FMR36521302,789521,2022-03-03,0,0,0
432,FMR35522403,789522,2022-03-03,0,0,0
433,FMR35522601,789522,2022-03-03,0,0,0
434,FMR36121203,789121,2022-03-03,0,0,0
435,FMR36121402,789121,2022-03-03,0,0,0
436,FMR35121503,789121,2022-03-03,0,0,0
437,FMR36420602,789420,2022-03-03,0,0,0
438,FMR35520602,789520,2022-03-03,0,0,0
439,FMR36520301,789520,2022-03-03,0,0,0
440,FMR34520103,789520,2022-03-03,0,0,0
441,FMR34421502,789421,2022-03-03,0,0,0
442,FMR35421502,789421,2022-03-03,0,0,0
443,FMR36421403,789421,2022-03-03,0,0,0
444,FMR34421503,789421,2022-03-03,0,0,0
445,FMR35421103,789421,2022-03-03,0,0,0
446,FMR34122503,789122,2022-03-03,0,0,0
447,FMR35122102,789122,2022-03-03,0,0,0
448,FMR36122602,789122,2022-03-03,0,0,0
449,FMR34122502,789122,2022-03-03,0,0,0
450,FMR36122601,789122,2022-03-03,0,0,0
451,FMR36122503,789122,2022-03-03,0,0,0
452,FMR35122303,789122,2022-03-03,0,0,0
453,FMR34122603,789122,2022-03-03,0,0,0
454,FMR34422601,789422,2022-03-03,0,1,0
455,FMR36422101,789422,2022-03-03,0,1,0
456,FMR36301301,789301,2022-03-03,0,1,0
457,FMR36421202,789421,2022-03-03,0,1,0
458,FMR36720402,789720,2022-03-03,0,1,0
459,FMR35303401,789303,2022-03-03,0,1,0
460,FMR35320303,789320,2022-03-03,0,1,0
461,FMR36603503,789603,2022-03-03,0,1,0
462,FMR34321201,789321,2022-03-03,0,1,0
463,FMR35321302,789321,2022-03-03,0,1,0
464,FMR36221402,789221,2022-03-03,0,1,0
465,FMR35520102,789520,2022-03-03,0,1,0
466,FMR35503602,789503,2022-03-03,0,1,0
467,FMR34622301,789622,2022-03-03,0,1,0
468,FMR35202201,789202,2022-03-03,0,1,0
469,FMR35220402,789220,2022-03-03,0,1,0
470,FMR36103301,789103,2022-03-03,0,1,0
471,FMR36522603,789522,2022-03-03,0,1,0
472,FMR36522401,789522,2022-03-03,0,1,0
473,FMR36521203,789521,2022-03-03,0,1,0
474,FMR34521402,789521,2022-03-03,0,1,0
475,FMR36521602,789521,2022-03-03,0,1,0
476,FMR35521601,789521,2022-03-03,0,1,0
477,FMR35420303,789420,2022-03-03,0,1,0
478,FMR35420101,789420,2022-03-03,0,1,0
479,FMR36420603,789420,2022-03-03,0,1,0
480,FMR36402101,789402,2022-03-03,1,1,1
481,FMR35622301,789622,2022-03-03,1,1,1
482,FMR36622503,789622,2022-03-03,1,1,1
483,FMR36221602,789221,2022-03-03,1,1,1
484,FMR34721101,789721,2022-03-03,1,1,1
485,FMR35721603,789721,2022-03-03,1,1,1
486,FMR36721103,789721,2022-03-03,1,1,1
487,FMR34320502,789320,2022-03-03,1,1,1
488,FMR36320503,789320,2022-03-03,1,1,1
489,FMR35320602,789320,2022-03-03,1,1,1
490,FMR35503501,789503,2022-03-03,1,1,1
491,FMR34503601,789503,2022-03-03,1,1,1
492,FMR35503202,789503,2022-03-03,1,1,1
493,FMR36501502,789501,2022-03-03,1,1,1
494,FMR36501201,789501,2022-03-03,1,1,1
495,FMR35501101,789501,2022-03-03,1,1,1
496,FMR35401403,789401,2022-03-03,1,1,1
497,FMR34401302,789401,2022-03-03,1,1,1
498,FMR36401501,789401,2022-03-03,1,1,1
499,FMR36720503,789720,2022-03-03,1,1,1
500,FMR34902603,789902,2022-03-03,1,1,1
501,FMR35902302,789902,2022-03-03,1,1,1
502,FMR34220502,789220,2022-03-03,1,1,1
503,FMR36220401,789220,2022-03-03,1,1,1
504,FMR35101401,789101,2022-03-03,1,1,1
505,FMR34321403,789321,2022-03-03,1,1,1
506,FMR34203501,789203,2022-03-03,1,1,1
507,FMR35102403,789102,2022-03-03,1,1,1
508,FMR36301201,789301,2022-03-03,1,1,1
509,FMR36420503,789420,2022-03-03,1,1,1
510,FMR36121602,789121,2022-03-03,1,1,1
511,FMR34121101,789121,2022-03-03,1,1,1
512,FMR36522103,789522,2022-03-03,1,1,1
513,FMR35521501,789521,2022-03-03,1,1,1
514,FMR36702502,789702,2022-03-03,1,1,1
515,FMR35122603,789122,2022-03-03,1,1,1
516,FMR36601503,789601,2022-03-03,1,1,1
517,FMR36403201,789403,2022-03-03,1,1,1
518,FMR35403501,789403,2022-03-03,1,1,1
519,FMR36202603,789202,2022-03-03,1,1,1
520,FMR34202601,789202,2022-03-03,1,1,1
521,FMR34303603,789303,2022-03-03,1,1,1
522,FMR34703403,789703,2022-03-03,1,1,1
523,FMR36703303,789703,2022-03-03,1,1,1
524,FMR36603602,789603,2022-03-03,1,1,1
525,FMR35103503,789103,2022-03-04,1,0,0
526,FMR35103603,789103,2022-03-04,1,0,0
527,FMR36103603,789103,2022-03-04,1,0,0
528,FMR35903603,789903,2022-03-04,1,0,0
529,FMR37903502,789903,2022-03-04,1,0,0
530,FMR36903503,789903,2022-03-04,1,0,0
531,FMR37702402,789702,2022-03-04,1,0,0
532,FMR36702603,789702,2022-03-04,1,0,0
533,FMR37702501,789702,2022-03-04,1,0,0
534,FMR36601602,789601,2022-03-04,1,0,0
535,FMR35601501,789601,2022-03-04,1,0,0
536,FMR37601501,789601,2022-03-04,1,0,0
537,FMR35301602,789301,2022-03-04,1,0,0
538,FMR37301603,789301,2022-03-04,1,0,0
539,FMR36203401,789203,2022-03-04,1,0,0
540,FMR36621603,789621,2022-03-04,1,0,0
541,FMR35101603,789101,2022-03-04,1,0,0
542,FMR36102503,789102,2022-03-04,1,0,0
543,FMR35102603,789102,2022-03-04,1,0,0
544,FMR37102302,789102,2022-03-04,1,0,0
545,FMR37202501,789202,2022-03-04,1,0,0
546,FMR35321601,789321,2022-03-04,1,0,0
547,FMR37321501,789321,2022-03-04,1,0,0
548,FMR36321603,789321,2022-03-04,1,0,0
549,FMR36402603,789402,2022-03-04,1,0,0
550,FMR35402402,789402,2022-03-04,1,0,0
551,FMR37720502,789720,2022-03-04,1,0,0
552,FMR36720501,789720,2022-03-04,1,0,0
553,FMR36221203,789221,2022-03-04,1,0,0
554,FMR37221303,789221,2022-03-04,1,0,0
555,FMR36221303,789221,2022-03-04,1,0,0
556,FMR35703601,789703,2022-03-04,1,0,0
